username,userID,location,followers,retweeted_og,tweetcreatedts,text,hashtags
mycigara,2182047146,"Sheffield, England",1567,none,2022-04-17 13:01:52+00:00,"
The spirit of Easter is all about hope, love, and joyful living. May you have a blessed day😀

#happyeaster #easter #uk #vaping #vapers #vapefans #health #quitsmoking #vapedeals https://t.co/mY7Ax42uXz","[{'text': 'happyeaster', 'indices': [94, 106]}, {'text': 'easter', 'indices': [107, 114]}, {'text': 'uk', 'indices': [115, 118]}, {'text': 'vaping', 'indices': [119, 126]}, {'text': 'vapers', 'indices': [127, 134]}, {'text': 'vapefans', 'indices': [135, 144]}, {'text': 'health', 'indices': [145, 152]}, {'text': 'quitsmoking', 'indices': [153, 165]}, {'text': 'vapedeals', 'indices': [166, 176]}]"
PreventiveBot,1375244479049895941,,755,TheMindfulGuy1,2022-04-17 12:27:03+00:00,"
RT @TheMindfulGuy1: This hypnosis session will gently guide you into a state of relaxation and lead you through a series of strategies to h…",[]
mariasa45668959,1306448625942376448,282 Cherry St. 14H ,108,ucanquit2,2022-04-17 12:25:56+00:00,"
RT @ucanquit2: #FACT: After you #quitsmoking, in just 2 weeks, your lung function will improve. Within 1-9 months, shortness of breath will…","[{'text': 'FACT', 'indices': [15, 20]}, {'text': 'quitsmoking', 'indices': [32, 44]}]"
TheMindfulGuy1,1494270602001199105,"Nottingham, UK",42,none,2022-04-17 12:16:58+00:00,"
This hypnosis session will gently guide you into a state of relaxation and lead you through a series of strategies to help you to stop smoking for good.
#hypnosis #stopsmoking #quitsmoking
https://t.co/JFvbRV8GNP https://t.co/hoO7HcL2va","[{'text': 'hypnosis', 'indices': [153, 162]}, {'text': 'stopsmoking', 'indices': [163, 175]}, {'text': 'quitsmoking', 'indices': [176, 188]}]"
PreventiveBot,1375244479049895941,,755,mycigara,2022-04-17 12:12:09+00:00,"
RT @mycigara: 🐣Looking for the perfect gift? We can help! This Easter surprise them with a unique gift card 😍

Discover the tiny card that…",[]
FightTheCovid,1242431000606580737,UK,5813,mycigara,2022-04-17 12:09:19+00:00,"
RT @mycigara: 🐣Looking for the perfect gift? We can help! This Easter surprise them with a unique gift card 😍

Discover the tiny card that…",[]
mycigara,2182047146,"Sheffield, England",1567,none,2022-04-17 12:01:57+00:00,"
🐣Looking for the perfect gift? We can help! This Easter surprise them with a unique gift card 😍

Discover the tiny card that holds lot 
👉https://t.co/IxWmD7XLai

#giftcard #gift #easter #vape #mycigara #online #shopping #vaping #quitsmoking https://t.co/fMwXUKf3Wn","[{'text': 'giftcard', 'indices': [162, 171]}, {'text': 'gift', 'indices': [172, 177]}, {'text': 'easter', 'indices': [178, 185]}, {'text': 'vape', 'indices': [186, 191]}, {'text': 'mycigara', 'indices': [192, 201]}, {'text': 'online', 'indices': [202, 209]}, {'text': 'shopping', 'indices': [210, 219]}, {'text': 'vaping', 'indices': [220, 227]}, {'text': 'quitsmoking', 'indices': [228, 240]}]"
PreventiveBot,1375244479049895941,,755,Justin_Moving,2022-04-17 10:57:01+00:00,"
RT @Justin_Moving: Best BP in a while, though diastolic is obviously high. Body weight 189, which is trending the right direction. Hopefull…",[]
slimmingacademy,1446920509569085440,MF world,1089,Justin_Moving,2022-04-17 10:55:24+00:00,"
RT @Justin_Moving: Best BP in a while, though diastolic is obviously high. Body weight 189, which is trending the right direction. Hopefull…",[]
Justin_Moving,1283455783901036544,"Maryland, USA",332,none,2022-04-17 10:52:24+00:00,"
Best BP in a while, though diastolic is obviously high. Body weight 189, which is trending the right direction. Hopefully this is the start of a better trend!
#weightloss #recovery #wellness #quitsmoking https://t.co/s2sREzNrD8","[{'text': 'weightloss', 'indices': [159, 170]}, {'text': 'recovery', 'indices': [171, 180]}, {'text': 'wellness', 'indices': [181, 190]}, {'text': 'quitsmoking', 'indices': [191, 203]}]"
bhushanvshah,56064933,Coimbatore ,189,TheNeatSoul,2022-04-17 08:02:59+00:00,"
RT @TheNeatSoul: If you smoke 5 cigarettes a day, well ITC stock may go up by few ticks but for sure you lose 5 years of lifetime or even m…",[]
PreventiveBot,1375244479049895941,,755,TheNeatSoul,2022-04-17 07:41:29+00:00,"
RT @TheNeatSoul: If you smoke 5 cigarettes a day, well ITC stock may go up by few ticks but for sure you lose 5 years of lifetime or even m…",[]
TheNeatSoul,796196205818761216,"Mumbai, India",1610,none,2022-04-17 07:27:08+00:00,"
If you smoke 5 cigarettes a day, well ITC stock may go up by few ticks but for sure you lose 5 years of lifetime or even more and your family would miss your presence..!! So it’s good time to quite smoking. 

#quitsmoking","[{'text': 'quitsmoking', 'indices': [209, 221]}]"
PreventiveBot,1375244479049895941,,755,KrishnilB,2022-04-17 07:12:21+00:00,"
RT @KrishnilB: Is building a Quit Smoking App a good idea? #quitsmoking #healthcare #smokefree","[{'text': 'quitsmoking', 'indices': [59, 71]}, {'text': 'healthcare', 'indices': [72, 83]}, {'text': 'smokefree', 'indices': [84, 94]}]"
KrishnilB,1106286321490890757,,21,none,2022-04-17 07:08:05+00:00,"
Is building a Quit Smoking App a good idea? #quitsmoking #healthcare #smokefree","[{'text': 'quitsmoking', 'indices': [44, 56]}, {'text': 'healthcare', 'indices': [57, 68]}, {'text': 'smokefree', 'indices': [69, 79]}]"
PreventiveBot,1375244479049895941,,755,Rahul3183,2022-04-17 06:57:32+00:00,"
RT @Rahul3183: Till now the most difficult thing i found in life is quiting smoking. 
Symptomps:Anxiety, Urge to smoke every hour
Finger cr…",[]
Rahul3183,359372393,"Noida, India",33,none,2022-04-17 06:56:17+00:00,"
Till now the most difficult thing i found in life is quiting smoking. 
Symptomps:Anxiety, Urge to smoke every hour
Finger crossed ✌
#day2 #quitsmoking","[{'text': 'day2', 'indices': [132, 137]}, {'text': 'quitsmoking', 'indices': [138, 150]}]"
avcanz,727982276928143360,"Wellington, New Zealand",1516,CochraneTAG,2022-04-17 04:51:41+00:00,"
RT @CochraneTAG: We want to hear from you! Do you find the Cochrane living review of #ecigs to #QuitSMOKING, briefing docs &amp; podcasts usefu…","[{'text': 'ecigs', 'indices': [85, 91]}, {'text': 'QuitSMOKING', 'indices': [95, 107]}]"
prisspettigrew,1459502481604554756,,942,ucanquit2,2022-04-17 03:34:32+00:00,"
RT @ucanquit2: #FACT: After you #quitsmoking, in just 2 weeks, your lung function will improve. Within 1-9 months, shortness of breath will…","[{'text': 'FACT', 'indices': [15, 20]}, {'text': 'quitsmoking', 'indices': [32, 44]}]"
uota_aman,101578397,愛知県 名古屋市,3322,WEECKESimon,2022-04-16 23:59:08+00:00,"
RT @WEECKESimon: Have you ever asked the same question about dry herb vaporizer. Removable and non-removable battery. Which one is better?…",[]
Myles1994,109694393,cardiff,179,none,2022-04-16 22:54:05+00:00,"
Here we go time to give up the cigarettes hard couple days ahead 😩 but in time healthy lung’s healthy body 💙😁#quitsmoking #futre #health https://t.co/3TGBiHy1ki","[{'text': 'quitsmoking', 'indices': [109, 121]}, {'text': 'futre', 'indices': [122, 128]}, {'text': 'health', 'indices': [129, 136]}]"
princetonmedspa,887047795387113472,"Princeton, NJ",159,none,2022-04-16 21:53:04+00:00,"
#LaserTherapySmokingCessation in NJ might help those who wants to #quitsmoking 800-518-3055. High success rate. https://t.co/JdOi5PkbvM #stopsmokinglaser #quitsmoking #Smokingcessation #laserstopsmokingnj #stopsmokingnearme #stopsmokinglasernj https://t.co/WDa5CyogAX","[{'text': 'LaserTherapySmokingCessation', 'indices': [0, 29]}, {'text': 'quitsmoking', 'indices': [66, 78]}, {'text': 'stopsmokinglaser', 'indices': [136, 153]}, {'text': 'quitsmoking', 'indices': [154, 166]}, {'text': 'Smokingcessation', 'indices': [167, 184]}, {'text': 'laserstopsmokingnj', 'indices': [185, 204]}, {'text': 'stopsmokingnearme', 'indices': [205, 223]}, {'text': 'stopsmokinglasernj', 'indices': [224, 243]}]"
perm_cosmetics,606797588,USA,142,none,2022-04-16 21:53:03+00:00,"
#LaserTherapySmokingCessation in NJ might help those who wants to #quitsmoking 800-518-3055. High success rate. https://t.co/m2vcGVvHnR #stopsmokinglaser #quitsmoking #Smokingcessation #laserstopsmokingnj #stopsmokingnearme #stopsmokinglasernj https://t.co/Cf6PEg4Xmo","[{'text': 'LaserTherapySmokingCessation', 'indices': [0, 29]}, {'text': 'quitsmoking', 'indices': [66, 78]}, {'text': 'stopsmokinglaser', 'indices': [136, 153]}, {'text': 'quitsmoking', 'indices': [154, 166]}, {'text': 'Smokingcessation', 'indices': [167, 184]}, {'text': 'laserstopsmokingnj', 'indices': [185, 204]}, {'text': 'stopsmokingnearme', 'indices': [205, 223]}, {'text': 'stopsmokinglasernj', 'indices': [224, 243]}]"
vitastorm05,760032852,,244,none,2022-04-16 21:53:03+00:00,"
#LaserTherapySmokingCessation in NJ might help those who wants to #quitsmoking 800-518-3055. High success rate. https://t.co/mT1ycxjgDY #stopsmokinglaser #quitsmoking #Smokingcessation #laserstopsmokingnj #stopsmokingnearme #stopsmokinglasernj https://t.co/08OU6u7fFJ","[{'text': 'LaserTherapySmokingCessation', 'indices': [0, 29]}, {'text': 'quitsmoking', 'indices': [66, 78]}, {'text': 'stopsmokinglaser', 'indices': [136, 153]}, {'text': 'quitsmoking', 'indices': [154, 166]}, {'text': 'Smokingcessation', 'indices': [167, 184]}, {'text': 'laserstopsmokingnj', 'indices': [185, 204]}, {'text': 'stopsmokingnearme', 'indices': [205, 223]}, {'text': 'stopsmokinglasernj', 'indices': [224, 243]}]"
MediSpaNJ,718623348,USA,247,none,2022-04-16 21:53:03+00:00,"
#LaserTherapySmokingCessation in NJ might help those who wants to #quitsmoking 800-518-3055. High success rate. https://t.co/GNQtkqjva2 #stopsmokinglaser #quitsmoking #Smokingcessation #laserstopsmokingnj #stopsmokingnearme #stopsmokinglasernj https://t.co/eY9nsuCAFf","[{'text': 'LaserTherapySmokingCessation', 'indices': [0, 29]}, {'text': 'quitsmoking', 'indices': [66, 78]}, {'text': 'stopsmokinglaser', 'indices': [136, 153]}, {'text': 'quitsmoking', 'indices': [154, 166]}, {'text': 'Smokingcessation', 'indices': [167, 184]}, {'text': 'laserstopsmokingnj', 'indices': [185, 204]}, {'text': 'stopsmokingnearme', 'indices': [205, 223]}, {'text': 'stopsmokinglasernj', 'indices': [224, 243]}]"
PreventiveBot,1375244479049895941,,755,cancerLGBT,2022-04-16 21:27:33+00:00,"
RT @cancerLGBT: According to the Center for Disease Control and Prevention, #LGBT individuals have risk factors for smoking that include da…","[{'text': 'LGBT', 'indices': [76, 81]}]"
cancerLGBT,23105172,national,11927,none,2022-04-16 21:17:02+00:00,"
According to the Center for Disease Control and Prevention, #LGBT individuals have risk factors for smoking that include daily stress related to prejudice and stigma they may face. Now is the time to #quitsmoking. Free help is available by texting QUITNOW to 333888  #SayGay https://t.co/aTAoAkBWj9","[{'text': 'LGBT', 'indices': [60, 65]}, {'text': 'quitsmoking', 'indices': [200, 212]}, {'text': 'SayGay', 'indices': [267, 274]}]"
TehLorne,2584576388,,9,none,2022-04-16 20:30:25+00:00,"
I quit in October, but had a weak (drunk) moment in january. I still think it’s a win. #smokefree #quitsmoking https://t.co/FGyHNERaYU","[{'text': 'smokefree', 'indices': [87, 97]}, {'text': 'quitsmoking', 'indices': [98, 110]}]"
SmokingHazards,1133156750323060736,,759,none,2022-04-16 20:13:30+00:00,"
To #quitsmoking, you must first want to quit, but then you must also do the quitting.","[{'text': 'quitsmoking', 'indices': [3, 15]}]"
itshaappe,347409485,"AA. Himandhoo, Maldives",438,ahmedzaabe,2022-04-16 19:45:06+00:00,"
RT @ahmedzaabe: Be like hussain #quitsmoking donate the money to a cause. #palastine or any who are in need. https://t.co/oi3yUGysJR","[{'text': 'quitsmoking', 'indices': [32, 44]}, {'text': 'palastine', 'indices': [74, 84]}]"
PreventiveBot,1375244479049895941,,755,Justin_Moving,2022-04-16 19:27:06+00:00,"
RT @Justin_Moving: Feeling pretty happy with myself starting level 2 of the Octomoves #flow rope series, but I'm gonna hold off on move 3 u…","[{'text': 'flow', 'indices': [86, 91]}]"
slimmingacademy,1446920509569085440,MF world,1089,Justin_Moving,2022-04-16 19:25:44+00:00,"
RT @Justin_Moving: Feeling pretty happy with myself starting level 2 of the Octomoves #flow rope series, but I'm gonna hold off on move 3 u…","[{'text': 'flow', 'indices': [86, 91]}]"
Justin_Moving,1283455783901036544,"Maryland, USA",332,none,2022-04-16 19:20:23+00:00,"
Feeling pretty happy with myself starting level 2 of the Octomoves #flow rope series, but I'm gonna hold off on move 3 until tomorrow...
Still gonna try to get some GMB in today and Tai Chi Ball
Gotta F L O W, Joe!
#movement #wellness #weightloss #play #quitsmoking #recovery","[{'text': 'flow', 'indices': [67, 72]}, {'text': 'movement', 'indices': [215, 224]}, {'text': 'wellness', 'indices': [225, 234]}, {'text': 'weightloss', 'indices': [235, 246]}, {'text': 'play', 'indices': [247, 252]}, {'text': 'quitsmoking', 'indices': [253, 265]}, {'text': 'recovery', 'indices': [266, 275]}]"
PreventiveBot,1375244479049895941,,755,achievelifesci,2022-04-16 17:57:54+00:00,"
RT @achievelifesci: We are enrolling for our ORCA-3 study, evaluating the safety &amp; efficacy of cytisinicline for smoking cessation. If you’…",[]
PreventiveBot,1375244479049895941,,755,freedomtoquitwo,2022-04-16 17:57:41+00:00,"
RT @freedomtoquitwo: Add this to your #weekend to-do list 👕 👖 #quitsmoking #cleaningtips https://t.co/TB73l2a6tV","[{'text': 'weekend', 'indices': [38, 46]}, {'text': 'quitsmoking', 'indices': [62, 74]}, {'text': 'cleaningtips', 'indices': [75, 88]}]"
achievelifesci,823950007455731712,,377,none,2022-04-16 17:45:02+00:00,"
We are enrolling for our ORCA-3 study, evaluating the safety &amp; efficacy of cytisinicline for smoking cessation. If you’re a daily cigarette #smoker who has failed at least one attempt to #quitsmoking, you may be eligible to participate in this study.
https://t.co/A18YaGT2x1 https://t.co/CKKAAs9VJx","[{'text': 'smoker', 'indices': [144, 151]}, {'text': 'quitsmoking', 'indices': [191, 203]}]"
freedomtoquitwo,944331078898147328,"Orlando, FL",87,none,2022-04-16 17:30:03+00:00,"
Add this to your #weekend to-do list 👕 👖 #quitsmoking #cleaningtips https://t.co/TB73l2a6tV","[{'text': 'weekend', 'indices': [17, 25]}, {'text': 'quitsmoking', 'indices': [41, 53]}, {'text': 'cleaningtips', 'indices': [54, 67]}]"
skeehner,29064088,USA,1432,none,2022-04-16 17:14:17+00:00,"
This is one time being a Quitter will turn you into a Winner! 
Stop Smoking &amp; Win back your Health! 

Call Mary Beth Lodge at 513-260-9061 for an appointment.
https://t.co/07RaAWGiJI

Payments accepted: Cash, Credit Card, Check, PayPal, &amp; Venmo
#stopsmoking #quitsmoking #hypnosis https://t.co/Kw9XHLXkMK","[{'text': 'stopsmoking', 'indices': [253, 265]}, {'text': 'quitsmoking', 'indices': [266, 278]}, {'text': 'hypnosis', 'indices': [279, 288]}]"
PreventiveBot,1375244479049895941,,755,spinnemyke,2022-04-16 16:42:15+00:00,"
RT @spinnemyke: The struggle to quit smoking is real. Been a smoker since 7th grade. I’ll be 42 this year. I am finding new ways to distrac…",[]
spinnemyke,1311629605803974658,"Montana, USA",346,none,2022-04-16 16:35:00+00:00,"
The struggle to quit smoking is real. Been a smoker since 7th grade. I’ll be 42 this year. I am finding new ways to distract myself from the ritual of lighting up a smoke. This is going to be one of the hardest struggles of my life. #quitsmoking #smokingsucks #NeverAgain","[{'text': 'quitsmoking', 'indices': [233, 245]}, {'text': 'smokingsucks', 'indices': [246, 259]}, {'text': 'NeverAgain', 'indices': [260, 271]}]"
SmokingHazards,1133156750323060736,,759,none,2022-04-16 16:12:43+00:00,"
Every time you try to #quitsmoking you are actually getting closer to staying #smokingfree.","[{'text': 'quitsmoking', 'indices': [22, 34]}, {'text': 'smokingfree', 'indices': [78, 90]}]"
princetonmedspa,887047795387113472,"Princeton, NJ",159,none,2022-04-16 16:01:03+00:00,"
#Stopsmokinglasertherapy is an effective way to #quitsmoking #stopsmoking with laser treatments offered @BrunswickMediSpa in #EastBrunswick https://t.co/EmdBxAwwlT https://t.co/OhxDhhxwcx","[{'text': 'Stopsmokinglasertherapy', 'indices': [0, 24]}, {'text': 'quitsmoking', 'indices': [48, 60]}, {'text': 'stopsmoking', 'indices': [61, 73]}, {'text': 'EastBrunswick', 'indices': [125, 139]}]"
perm_cosmetics,606797588,USA,142,none,2022-04-16 15:56:04+00:00,"
#Stopsmokinglasertherapy is an effective way to #quitsmoking #stopsmoking with laser treatments offered @BrunswickMediSpa in #EastBrunswick https://t.co/UBSoiqZh1G https://t.co/czgb8Pp2jw","[{'text': 'Stopsmokinglasertherapy', 'indices': [0, 24]}, {'text': 'quitsmoking', 'indices': [48, 60]}, {'text': 'stopsmoking', 'indices': [61, 73]}, {'text': 'EastBrunswick', 'indices': [125, 139]}]"
vitastorm05,760032852,,244,none,2022-04-16 15:51:03+00:00,"
#Stopsmokinglasertherapy is an effective way to #quitsmoking #stopsmoking with laser treatments offered @BrunswickMediSpa in #EastBrunswick https://t.co/DUcNzs5Gxm https://t.co/XyNm7qorjr","[{'text': 'Stopsmokinglasertherapy', 'indices': [0, 24]}, {'text': 'quitsmoking', 'indices': [48, 60]}, {'text': 'stopsmoking', 'indices': [61, 73]}, {'text': 'EastBrunswick', 'indices': [125, 139]}]"
Alexplaster69,1437252556368097280,Wisconsin USA ,1023,ucanquit2,2022-04-16 15:49:02+00:00,"
RT @ucanquit2: #FACT: After you #quitsmoking, in just 2 weeks, your lung function will improve. Within 1-9 months, shortness of breath will…","[{'text': 'FACT', 'indices': [15, 20]}, {'text': 'quitsmoking', 'indices': [32, 44]}]"
MediSpaNJ,718623348,USA,247,none,2022-04-16 15:46:03+00:00,"
#Stopsmokinglasertherapy is an effective way to #quitsmoking #stopsmoking with laser treatments offered @BrunswickMediSpa in #EastBrunswick https://t.co/O0oWQwL8Cf https://t.co/n1Bs7CgpE8","[{'text': 'Stopsmokinglasertherapy', 'indices': [0, 24]}, {'text': 'quitsmoking', 'indices': [48, 60]}, {'text': 'stopsmoking', 'indices': [61, 73]}, {'text': 'EastBrunswick', 'indices': [125, 139]}]"
coachshujau,815849117171662848,Maldives,3030,ahmedzaabe,2022-04-16 14:21:37+00:00,"
RT @ahmedzaabe: Be like hussain #quitsmoking donate the money to a cause. #palastine or any who are in need. https://t.co/oi3yUGysJR","[{'text': 'quitsmoking', 'indices': [32, 44]}, {'text': 'palastine', 'indices': [74, 84]}]"
ahmedzaabe,795274705385050112,,748,none,2022-04-16 14:19:47+00:00,"
Be like hussain #quitsmoking donate the money to a cause. #palastine or any who are in need. https://t.co/oi3yUGysJR","[{'text': 'quitsmoking', 'indices': [16, 28]}, {'text': 'palastine', 'indices': [58, 68]}]"
Jdunne9407uk,787735609,"London, England",2257,EcigClick,2022-04-16 14:11:42+00:00,"
RT @EcigClick: If you want to #QuitSmoking by #Vaping but don't know where to start - perhaps try an inexpensive #DisposableVape. Ideal for…","[{'text': 'QuitSmoking', 'indices': [30, 42]}, {'text': 'Vaping', 'indices': [46, 53]}, {'text': 'DisposableVape', 'indices': [113, 128]}]"
EcigClick,394655183,UK,9786,none,2022-04-16 14:11:03+00:00,"
If you want to #QuitSmoking by #Vaping but don't know where to start - perhaps try an inexpensive #DisposableVape. Ideal for people who just want to try without buying loads of equipment. We tell you the best we have tried here https://t.co/Yr9RPNPXRs #VApril #THR #Ecigclick https://t.co/jeu8ODFZ4P","[{'text': 'QuitSmoking', 'indices': [15, 27]}, {'text': 'Vaping', 'indices': [31, 38]}, {'text': 'DisposableVape', 'indices': [98, 113]}, {'text': 'VApril', 'indices': [252, 259]}, {'text': 'THR', 'indices': [260, 264]}, {'text': 'Ecigclick', 'indices': [265, 275]}]"
PreventiveBot,1375244479049895941,,755,perm_cosmetics,2022-04-16 13:41:59+00:00,"
RT @perm_cosmetics: Tried gum, patch, Zyban, Hypnosis, cold turkey? Consider laser. You can be smoke-free after 1 session https://t.co/m2vc…",[]
PreventiveBot,1375244479049895941,,755,vitastorm05,2022-04-16 13:41:52+00:00,"
RT @vitastorm05: Tried gum, patch, Zyban, Hypnosis, cold turkey? Consider laser. You can be smoke-free after 1 session https://t.co/mT1ycxj…",[]
PreventiveBot,1375244479049895941,,755,princetonmedspa,2022-04-16 13:41:50+00:00,"
RT @princetonmedspa: Tried gum, patch, Zyban, Hypnosis, cold turkey? Consider laser. You can be smoke-free after 1 session https://t.co/JdO…",[]
PreventiveBot,1375244479049895941,,755,MediSpaNJ,2022-04-16 13:41:45+00:00,"
RT @MediSpaNJ: Tried gum, patch, Zyban, Hypnosis, cold turkey? Consider laser. You can be smoke-free after 1 session https://t.co/GNQtkqjva…",[]
perm_cosmetics,606797588,USA,142,none,2022-04-16 13:30:10+00:00,"
Tried gum, patch, Zyban, Hypnosis, cold turkey? Consider laser. You can be smoke-free after 1 session https://t.co/m2vcGVvHnR #stopsmoking #stopsmokinglaser #quitsmoking #Smokingcessation #laserstopsmokingnj #stopsmokingnearme #stopsmokinglasernj https://t.co/eABTcNHF4R","[{'text': 'stopsmoking', 'indices': [126, 138]}, {'text': 'stopsmokinglaser', 'indices': [139, 156]}, {'text': 'quitsmoking', 'indices': [157, 169]}, {'text': 'Smokingcessation', 'indices': [170, 187]}, {'text': 'laserstopsmokingnj', 'indices': [188, 207]}, {'text': 'stopsmokingnearme', 'indices': [208, 226]}, {'text': 'stopsmokinglasernj', 'indices': [227, 246]}]"
vitastorm05,760032852,,244,none,2022-04-16 13:30:10+00:00,"
Tried gum, patch, Zyban, Hypnosis, cold turkey? Consider laser. You can be smoke-free after 1 session https://t.co/mT1ycxjgDY #stopsmoking #stopsmokinglaser #quitsmoking #Smokingcessation #laserstopsmokingnj #stopsmokingnearme #stopsmokinglasernj https://t.co/MrPN7sZrDy","[{'text': 'stopsmoking', 'indices': [126, 138]}, {'text': 'stopsmokinglaser', 'indices': [139, 156]}, {'text': 'quitsmoking', 'indices': [157, 169]}, {'text': 'Smokingcessation', 'indices': [170, 187]}, {'text': 'laserstopsmokingnj', 'indices': [188, 207]}, {'text': 'stopsmokingnearme', 'indices': [208, 226]}, {'text': 'stopsmokinglasernj', 'indices': [227, 246]}]"
princetonmedspa,887047795387113472,"Princeton, NJ",159,none,2022-04-16 13:30:10+00:00,"
Tried gum, patch, Zyban, Hypnosis, cold turkey? Consider laser. You can be smoke-free after 1 session https://t.co/JdOi5PkbvM #stopsmoking #stopsmokinglaser #quitsmoking #Smokingcessation #laserstopsmokingnj #stopsmokingnearme #stopsmokinglasernj https://t.co/3RGvaWnuMU","[{'text': 'stopsmoking', 'indices': [126, 138]}, {'text': 'stopsmokinglaser', 'indices': [139, 156]}, {'text': 'quitsmoking', 'indices': [157, 169]}, {'text': 'Smokingcessation', 'indices': [170, 187]}, {'text': 'laserstopsmokingnj', 'indices': [188, 207]}, {'text': 'stopsmokingnearme', 'indices': [208, 226]}, {'text': 'stopsmokinglasernj', 'indices': [227, 246]}]"
MediSpaNJ,718623348,USA,247,none,2022-04-16 13:30:10+00:00,"
Tried gum, patch, Zyban, Hypnosis, cold turkey? Consider laser. You can be smoke-free after 1 session https://t.co/GNQtkqjva2 #stopsmoking #stopsmokinglaser #quitsmoking #Smokingcessation #laserstopsmokingnj #stopsmokingnearme #stopsmokinglasernj https://t.co/qiftweSMB7","[{'text': 'stopsmoking', 'indices': [126, 138]}, {'text': 'stopsmokinglaser', 'indices': [139, 156]}, {'text': 'quitsmoking', 'indices': [157, 169]}, {'text': 'Smokingcessation', 'indices': [170, 187]}, {'text': 'laserstopsmokingnj', 'indices': [188, 207]}, {'text': 'stopsmokingnearme', 'indices': [208, 226]}, {'text': 'stopsmokinglasernj', 'indices': [227, 246]}]"
PreventiveBot,1375244479049895941,,755,SmokingHazards,2022-04-16 13:26:59+00:00,"
RT @SmokingHazards: Many people all over the world have #quitsmoking. You can too.","[{'text': 'quitsmoking', 'indices': [56, 68]}]"
SmokingHazards,1133156750323060736,,759,none,2022-04-16 13:12:00+00:00,"
Many people all over the world have #quitsmoking. You can too.","[{'text': 'quitsmoking', 'indices': [36, 48]}]"
cheyenne_wolf,91388563,,426,ucanquit2,2022-04-16 12:55:39+00:00,"
RT @ucanquit2: #FACT: After you #quitsmoking, in just 2 weeks, your lung function will improve. Within 1-9 months, shortness of breath will…","[{'text': 'FACT', 'indices': [15, 20]}, {'text': 'quitsmoking', 'indices': [32, 44]}]"
WeQuitSmoking,223557374,We CAN Quit Nicotine!,1077,Max_Kirsten,2022-04-16 12:44:26+00:00,"
RT @Max_Kirsten: NEWS!
#1 Medical App in Apple IOS App Store Jan 2022. Award-winning Quit App. Read ⭐️⭐️⭐️⭐️⭐️ Reviews! 

https://t.co/Uiex…",[]
hephaistos_ai,1151202637582348294,Paris,2993,Max_Kirsten,2022-04-16 12:43:28+00:00,"
RT @Max_Kirsten: NEWS!
#1 Medical App in Apple IOS App Store Jan 2022. Award-winning Quit App. Read ⭐️⭐️⭐️⭐️⭐️ Reviews! 

https://t.co/Uiex…",[]
Max_Kirsten,361755825,Global Citizen,14065,none,2022-04-16 12:43:23+00:00,"
NEWS!
#1 Medical App in Apple IOS App Store Jan 2022. Award-winning Quit App. Read ⭐️⭐️⭐️⭐️⭐️ Reviews! 

https://t.co/UiexbQYoB5

#vapes #juul #ecigs #tobacco #cigarettes #cigs #cancer #lungcancer #lungs #maxkirsten #stopsmoking #quitsmoking #iqos #shisha #cigars #smoking https://t.co/lpS62wzscn","[{'text': 'vapes', 'indices': [130, 136]}, {'text': 'juul', 'indices': [137, 142]}, {'text': 'ecigs', 'indices': [143, 149]}, {'text': 'tobacco', 'indices': [150, 158]}, {'text': 'cigarettes', 'indices': [159, 170]}, {'text': 'cigs', 'indices': [171, 176]}, {'text': 'cancer', 'indices': [177, 184]}, {'text': 'lungcancer', 'indices': [185, 196]}, {'text': 'lungs', 'indices': [197, 203]}, {'text': 'maxkirsten', 'indices': [204, 215]}, {'text': 'stopsmoking', 'indices': [216, 228]}, {'text': 'quitsmoking', 'indices': [229, 241]}, {'text': 'iqos', 'indices': [242, 247]}, {'text': 'shisha', 'indices': [248, 255]}, {'text': 'cigars', 'indices': [256, 263]}, {'text': 'smoking', 'indices': [264, 272]}]"
PreventiveBot,1375244479049895941,,755,SmokingHazards,2022-04-16 11:12:29+00:00,"
RT @SmokingHazards: It is good from time to time to recall all those big and little reasons why you wanted to #quitsmoking.","[{'text': 'quitsmoking', 'indices': [110, 122]}]"
PreventiveBot,1375244479049895941,,755,officialfusenbg,2022-04-16 11:12:24+00:00,"
RT @officialfusenbg: 🅿️

#NOSMOKING #QUITSMOKING #HEALTHISWEALTH #BETTERINGYOURSELF #STAYINGFOCUSED #ONTHERIGHTPATH @ Unique One https://t.…","[{'text': 'NOSMOKING', 'indices': [25, 35]}, {'text': 'QUITSMOKING', 'indices': [36, 48]}, {'text': 'HEALTHISWEALTH', 'indices': [49, 64]}, {'text': 'BETTERINGYOURSELF', 'indices': [65, 83]}, {'text': 'STAYINGFOCUSED', 'indices': [84, 99]}, {'text': 'ONTHERIGHTPATH', 'indices': [100, 115]}]"
SmokingHazards,1133156750323060736,,759,none,2022-04-16 11:11:32+00:00,"
It is good from time to time to recall all those big and little reasons why you wanted to #quitsmoking.","[{'text': 'quitsmoking', 'indices': [90, 102]}]"
